arm,slice,class,metric,value,n_images,n_instances,reportable,timestamp
base_100,adverse,truck,mAP75,0.48468,1519,754,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,bus,mAP50-95,0.38828,1519,265,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,bus,mAP50,0.4969,1519,265,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,bus,mAP75,0.42891,1519,265,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,motor,mAP50-95,0.19407,1519,40,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,motor,mAP50,0.30442,1519,40,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,motor,mAP75,0.20613,1519,40,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,bike,mAP50-95,0.18228,1519,138,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,bike,mAP50,0.39378,1519,138,False,2026-09-10T03:22:39.258680+00:00
base_100,adverse,bike,mAP75,0.16168,1519,138,False,2026-09-10T03:22:39.258680+00:00
base_100,benign,all,mAP50-95,0.34623,7322,81428,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,all,mAP50,0.55357,7322,81428,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,all,mAP75,0.34786,7322,81428,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,car,mAP50-95,0.47307,7322,76550,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,car,mAP50,0.78703,7322,76550,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,car,mAP75,0.46632,7322,76550,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,truck,mAP50-95,0.42506,7322,2854,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,truck,mAP50,0.57929,7322,2854,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,truck,mAP75,0.47085,7322,2854,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,bus,mAP50-95,0.42246,7322,1086,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,bus,mAP50,0.54814,7322,1086,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,bus,mAP75,0.47119,7322,1086,True,2026-09-10T03:22:39.258680+00:00
base_100,benign,motor,mAP50-95,0.1841,7322,337,False,2026-09-10T03:22:39.258680+00:00
base_100,benign,motor,mAP50,0.38548,7322,337,False,2026-09-10T03:22:39.258680+00:00
base_100,benign,motor,mAP75,0.14815,7322,337,False,2026-09-10T03:22:39.258680+00:00
base_100,benign,bike,mAP50-95,0.22648,7322,601,False,2026-09-10T03:22:39.258680+00:00
base_100,benign,bike,mAP50,0.46791,7322,601,False,2026-09-10T03:22:39.258680+00:00
base_100,benign,bike,mAP75,0.18279,7322,601,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,all,mAP50-95,0.34428,5345,56667,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,all,mAP50,0.55393,5345,56667,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,all,mAP75,0.34691,5345,56667,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,car,mAP50-95,0.45888,5345,53654,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,car,mAP50,0.77882,5345,53654,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,car,mAP75,0.44777,5345,53654,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,truck,mAP50-95,0.41655,5345,1740,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,truck,mAP50,0.56203,5345,1740,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,truck,mAP75,0.46773,5345,1740,True,2026-09-10T03:22:39.258680+00:00
base_100,clear,bus,mAP50-95,0.42098,5345,682,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,bus,mAP50,0.54273,5345,682,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,bus,mAP75,0.48169,5345,682,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,motor,mAP50-95,0.19472,5345,200,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,motor,mAP50,0.41884,5345,200,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,motor,mAP75,0.14403,5345,200,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,bike,mAP50-95,0.23029,5345,391,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,bike,mAP50,0.46726,5345,391,False,2026-09-10T03:22:39.258680+00:00
base_100,clear,bike,mAP75,0.19334,5345,391,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,all,mAP50-95,0.36457,714,8512,True,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,all,mAP50,0.5739,714,8512,True,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,all,mAP75,0.37275,714,8512,True,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,car,mAP50-95,0.49398,714,7964,True,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,car,mAP50,0.79259,714,7964,True,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,car,mAP75,0.50068,714,7964,True,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,truck,mAP50-95,0.45403,714,340,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,truck,mAP50,0.62714,714,340,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,truck,mAP75,0.51703,714,340,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,bus,mAP50-95,0.50701,714,127,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,bus,mAP50,0.641,714,127,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,bus,mAP75,0.56733,714,127,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,motor,mAP50-95,0.10906,714,22,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,motor,mAP50,0.2689,714,22,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,motor,mAP75,0.08275,714,22,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,bike,mAP50-95,0.25876,714,59,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,bike,mAP50,0.53986,714,59,False,2026-09-10T03:22:39.258680+00:00
base_100,dawndusk,bike,mAP75,0.19593,714,59,False,2026-09-10T03:22:39.258680+00:00
base_100,day,all,mAP50-95,0.34463,4264,51930,True,2026-09-10T03:22:39.258680+00:00
base_100,day,all,mAP50,0.54074,4264,51930,True,2026-09-10T03:22:39.258680+00:00
base_100,day,all,mAP75,0.3494,4264,51930,True,2026-09-10T03:22:39.258680+00:00
base_100,day,car,mAP50-95,0.50241,4264,47715,True,2026-09-10T03:22:39.258680+00:00
base_100,day,car,mAP50,0.80178,4264,47715,True,2026-09-10T03:22:39.258680+00:00
base_100,day,car,mAP75,0.50757,4264,47715,True,2026-09-10T03:22:39.258680+00:00
base_100,day,truck,mAP50-95,0.42867,4264,2532,True,2026-09-10T03:22:39.258680+00:00
base_100,day,truck,mAP50,0.58751,4264,2532,True,2026-09-10T03:22:39.258680+00:00
base_100,day,truck,mAP75,0.4713,4264,2532,True,2026-09-10T03:22:39.258680+00:00
base_100,day,bus,mAP50-95,0.40172,4264,927,True,2026-09-10T03:22:39.258680+00:00
base_100,day,bus,mAP50,0.52241,4264,927,True,2026-09-10T03:22:39.258680+00:00
base_100,day,bus,mAP75,0.44214,4264,927,True,2026-09-10T03:22:39.258680+00:00
base_100,day,motor,mAP50-95,0.19057,4264,262,False,2026-09-10T03:22:39.258680+00:00
base_100,day,motor,mAP50,0.37355,4264,262,False,2026-09-10T03:22:39.258680+00:00
base_100,day,motor,mAP75,0.16174,4264,262,False,2026-09-10T03:22:39.258680+00:00
base_100,day,bike,mAP50-95,0.19976,4264,494,False,2026-09-10T03:22:39.258680+00:00
base_100,day,bike,mAP50,0.41847,4264,494,False,2026-09-10T03:22:39.258680+00:00
base_100,day,bike,mAP75,0.16426,4264,494,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,all,mAP50-95,0.34023,823,9252,True,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,all,mAP50,0.52615,823,9252,True,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,all,mAP75,0.35173,823,9252,True,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,car,mAP50-95,0.50909,823,8401,True,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,car,mAP50,0.80948,823,8401,True,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,car,mAP75,0.51961,823,8401,True,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,truck,mAP50-95,0.43541,823,540,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,truck,mAP50,0.60693,823,540,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,truck,mAP75,0.48503,823,540,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,bus,mAP50-95,0.35705,823,194,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,bus,mAP50,0.46096,823,194,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,bus,mAP75,0.38412,823,194,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,motor,mAP50-95,0.22203,823,23,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,motor,mAP50,0.35494,823,23,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,motor,mAP75,0.22183,823,23,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,bike,mAP50-95,0.17758,823,94,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,bike,mAP50,0.39843,823,94,False,2026-09-10T03:22:39.258680+00:00
base_100,day_adverse,bike,mAP75,0.14804,823,94,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,all,mAP50-95,0.3486,1764,21352,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,all,mAP50,0.54073,1764,21352,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,all,mAP75,0.35772,1764,21352,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,car,mAP50-95,0.49628,1764,19633,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,car,mAP50,0.79349,1764,19633,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,car,mAP75,0.50067,1764,19633,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,truck,mAP50-95,0.42337,1764,1021,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,truck,mAP50,0.56899,1764,1021,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,truck,mAP75,0.46783,1764,1021,True,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,bus,mAP50-95,0.42108,1764,380,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,bus,mAP50,0.53735,1764,380,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,bus,mAP75,0.48205,1764,380,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,motor,mAP50-95,0.21087,1764,111,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,motor,mAP50,0.4241,1764,111,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,motor,mAP75,0.1632,1764,111,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,bike,mAP50-95,0.19141,1764,207,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,bike,mAP50,0.37972,1764,207,False,2026-09-10T03:22:39.258680+00:00
base_100,day_clear,bike,mAP75,0.17487,1764,207,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,all,mAP50-95,0.3642,396,4356,True,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,all,mAP50,0.56309,396,4356,True,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,all,mAP75,0.38318,396,4356,True,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,car,mAP50-95,0.5156,396,3930,True,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,car,mAP50,0.82042,396,3930,True,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,car,mAP75,0.52504,396,3930,True,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,truck,mAP50-95,0.43299,396,272,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,truck,mAP50,0.60598,396,272,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,truck,mAP75,0.48067,396,272,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,bus,mAP50-95,0.36218,396,97,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,bus,mAP50,0.46786,396,97,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,bus,mAP75,0.38922,396,97,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,motor,mAP50-95,0.30244,396,16,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,motor,mAP50,0.45869,396,16,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,motor,mAP75,0.33303,396,16,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,bike,mAP50-95,0.20777,396,41,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,bike,mAP50,0.46249,396,41,False,2026-09-10T03:22:39.258680+00:00
base_100,day_rainy,bike,mAP75,0.18792,396,41,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,all,mAP50-95,0.30285,422,4842,True,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,all,mAP50,0.47357,422,4842,True,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,all,mAP75,0.3041,422,4842,True,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,car,mAP50-95,0.50377,422,4421,True,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,car,mAP50,0.80123,422,4421,True,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,car,mAP75,0.51381,422,4421,True,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,truck,mAP50-95,0.44226,422,264,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,truck,mAP50,0.61581,422,264,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,truck,mAP75,0.49452,422,264,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,bus,mAP50-95,0.35465,422,97,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,bus,mAP50,0.45309,422,97,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,bus,mAP75,0.38419,422,97,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,motor,mAP50-95,0.05941,422,7,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,motor,mAP50,0.14851,422,7,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,motor,mAP75,0.0,422,7,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,bike,mAP50-95,0.15417,422,53,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,bike,mAP50,0.34919,422,53,False,2026-09-10T03:22:39.258680+00:00
base_100,day_snowy,bike,mAP75,0.12797,422,53,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,all,mAP50-95,0.27822,13,144,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,all,mAP50,0.6461,13,144,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,all,mAP75,0.2242,13,144,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,car,mAP50-95,0.44752,13,138,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,car,mAP50,0.73038,13,138,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,car,mAP75,0.46469,13,138,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,truck,mAP50-95,0.18713,13,5,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,truck,mAP50,0.20792,13,5,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,truck,mAP75,0.20792,13,5,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,bus,mAP50-95,,13,0,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,bus,mAP50,,13,0,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,bus,mAP75,,13,0,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,motor,mAP50-95,0.2,13,1,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,motor,mAP50,1.0,13,1,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,motor,mAP75,0.0,13,1,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,bike,mAP50-95,,13,0,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,bike,mAP50,,13,0,False,2026-09-10T03:22:39.258680+00:00
base_100,foggy,bike,mAP75,,13,0,False,2026-09-10T03:22:39.258680+00:00
base_100,night,all,mAP50-95,0.34317,3863,36751,True,2026-09-10T03:22:39.258680+00:00
base_100,night,all,mAP50,0.56255,3863,36751,True,2026-09-10T03:22:39.258680+00:00
base_100,night,all,mAP75,0.34598,3863,36751,True,2026-09-10T03:22:39.258680+00:00
base_100,night,car,mAP50-95,0.4331,3863,35439,True,2026-09-10T03:22:39.258680+00:00
base_100,night,car,mAP50,0.76705,3863,35439,True,2026-09-10T03:22:39.258680+00:00
base_100,night,car,mAP75,0.41051,3863,35439,True,2026-09-10T03:22:39.258680+00:00
base_100,night,truck,mAP50-95,0.40902,3863,736,False,2026-09-10T03:22:39.258680+00:00
base_100,night,truck,mAP50,0.55295,3863,736,False,2026-09-10T03:22:39.258680+00:00
base_100,night,truck,mAP75,0.46724,3863,736,False,2026-09-10T03:22:39.258680+00:00
base_100,night,bus,mAP50-95,0.42128,3863,297,False,2026-09-10T03:22:39.258680+00:00
base_100,night,bus,mAP50,0.54484,3863,297,False,2026-09-10T03:22:39.258680+00:00
base_100,night,bus,mAP75,0.48224,3863,297,False,2026-09-10T03:22:39.258680+00:00
base_100,night,motor,mAP50-95,0.18916,3863,93,False,2026-09-10T03:22:39.258680+00:00
base_100,night,motor,mAP50,0.41824,3863,93,False,2026-09-10T03:22:39.258680+00:00
base_100,night,motor,mAP75,0.14858,3863,93,False,2026-09-10T03:22:39.258680+00:00
base_100,night,bike,mAP50-95,0.26329,3863,186,False,2026-09-10T03:22:39.258680+00:00
base_100,night,bike,mAP50,0.52967,3863,186,False,2026-09-10T03:22:39.258680+00:00
base_100,night,bike,mAP75,0.22135,3863,186,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,all,mAP50-95,0.36742,566,4986,True,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,all,mAP50,0.54226,566,4986,True,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,all,mAP75,0.39808,566,4986,True,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,car,mAP50-95,0.44596,566,4743,True,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,car,mAP50,0.76663,566,4743,True,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,car,mAP75,0.43672,566,4743,True,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,truck,mAP50-95,0.39115,566,156,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,truck,mAP50,0.54201,566,156,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,truck,mAP75,0.4425,566,156,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,bus,mAP50-95,0.54185,566,41,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,bus,mAP50,0.68764,566,41,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,bus,mAP75,0.62603,566,41,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,motor,mAP50-95,0.25193,566,12,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,motor,mAP50,0.30206,566,12,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,motor,mAP75,0.30206,566,12,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,bike,mAP50-95,0.20621,566,34,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,bike,mAP50,0.41297,566,34,False,2026-09-10T03:22:39.258680+00:00
base_100,night_adverse,bike,mAP75,0.1831,566,34,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,all,mAP50-95,0.34004,3274,31550,True,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,all,mAP50,0.56546,3274,31550,True,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,all,mAP75,0.33804,3274,31550,True,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,car,mAP50-95,0.4304,3274,30489,True,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,car,mAP50,0.76563,3274,30489,True,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,car,mAP75,0.40626,3274,30489,True,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,truck,mAP50-95,0.41161,3274,577,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,truck,mAP50,0.55515,3274,577,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,truck,mAP75,0.47067,3274,577,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,bus,mAP50-95,0.39602,3274,251,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,bus,mAP50,0.51548,3274,251,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,bus,mAP75,0.45158,3274,251,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,motor,mAP50-95,0.18557,3274,81,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,motor,mAP50,0.43535,3274,81,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,motor,mAP75,0.13263,3274,81,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,bike,mAP50-95,0.27661,3274,152,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,bike,mAP50,0.55568,3274,152,False,2026-09-10T03:22:39.258680+00:00
base_100,night_clear,bike,mAP75,0.22905,3274,152,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,all,mAP50-95,0.41754,286,2535,True,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,all,mAP50,0.59713,286,2535,True,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,all,mAP75,0.46287,286,2535,True,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,car,mAP50-95,0.43899,286,2416,True,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,car,mAP50,0.7506,286,2416,True,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,car,mAP75,0.43238,286,2416,True,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,truck,mAP50-95,0.48167,286,72,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,truck,mAP50,0.65818,286,72,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,truck,mAP75,0.56819,286,72,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,bus,mAP50-95,0.61257,286,22,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,bus,mAP50,0.78314,286,22,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,bus,mAP75,0.67681,286,22,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,motor,mAP50-95,0.23317,286,10,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,motor,mAP50,0.28713,286,10,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,motor,mAP75,0.28713,286,10,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,bike,mAP50-95,0.32127,286,15,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,bike,mAP50,0.5066,286,15,False,2026-09-10T03:22:39.258680+00:00
base_100,night_rainy,bike,mAP75,0.34983,286,15,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,all,mAP50-95,0.35919,273,2374,True,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,all,mAP50,0.53014,273,2374,True,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,all,mAP75,0.37832,273,2374,True,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,car,mAP50-95,0.45591,273,2251,True,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,car,mAP50,0.79001,273,2251,True,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,car,mAP75,0.44256,273,2251,True,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,truck,mAP50-95,0.31594,273,83,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,truck,mAP50,0.44409,273,83,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,truck,mAP75,0.33546,273,83,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,bus,mAP50-95,0.45072,273,19,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,bus,mAP50,0.55841,273,19,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,bus,mAP75,0.55841,273,19,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,motor,mAP50-95,0.45446,273,2,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,motor,mAP50,0.50495,273,2,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,motor,mAP75,0.50495,273,2,False,2026-09-10T03:22:39.258680+00:00
base_100,night_snowy,bike,mAP50-95,0.11891,273,19,False,2026-09-10T03:22:39.258680+00:00
